structure,frame,points,original_points,slots,range_m,world_copies,example_world,coarse_world_copies,coarse_example_world
206:10:76,386,4,4,73828;74858;74868;74871,26.59615707397461,77,train/branched_low_smooth_3,30,train/branched_low_sparse_5
206:10:70,387,3,3,83006;83009;83010,24.00965118408203,78,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:10:94,387,1,1,79951,40.703346252441406,78,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:18:4,387,3,3,77897;78929;78930,34.850608825683594,78,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:10:70,388,3,3,83004;83007;83009,24.352651596069336,75,train/branched_low_rough_1,29,train/branched_low_sparse_7
206:10:77,388,4,4,79967;79971;80999;81999,31.11172103881836,75,train/branched_low_rough_1,29,train/branched_low_sparse_7
206:10:70,389,2,2,81974;81975,24.663848876953125,75,train/branched_low_sparse_2,29,train/branched_low_sparse_7
206:10:77,389,3,3,76900;77899;79967,31.74504852294922,75,train/branched_low_sparse_2,29,train/branched_low_sparse_7
206:10:110,389,1,1,76217,16.08633041381836,75,train/branched_low_sparse_2,29,train/branched_low_sparse_7
206:18:4,389,3,3,77890;77891;77892,35.786800384521484,75,train/branched_low_sparse_2,29,train/branched_low_sparse_7
206:10:70,390,2,2,81969;81972,24.87584686279297,75,train/branched_low_smooth_3,29,train/branched_low_sparse_7
206:10:77,390,1,1,77899,31.91779899597168,75,train/branched_low_smooth_3,29,train/branched_low_sparse_7
206:18:4,390,4,4,77885;77887;77892;77893,36.530296325683594,75,train/branched_low_smooth_3,29,train/branched_low_sparse_7
206:10:70,391,2,2,81967;81972,25.24334716796875,76,train/branched_low_smooth_3,29,train/branched_low_sparse_7
206:10:77,391,1,1,79957,34.059349060058594,76,train/branched_low_smooth_3,29,train/branched_low_sparse_7
206:10:113,391,2,2,72894;73894,37.1668701171875,76,train/branched_low_smooth_3,29,train/branched_low_sparse_7
206:18:4,391,1,1,77891,35.93379592895508,76,train/branched_low_smooth_3,29,train/branched_low_sparse_7
206:10:70,392,3,3,80969;81969;81970,25.539094924926758,73,train/branched_low_sparse_2,28,train/branched_low_sparse_7
206:10:77,392,1,1,76895,32.54904556274414,73,train/branched_low_sparse_2,28,train/branched_low_sparse_7
206:10:113,392,1,1,72899,34.84099578857422,73,train/branched_low_sparse_2,28,train/branched_low_sparse_7
206:10:70,393,4,4,81965;81967;81968;81969,25.846847534179688,71,train/branched_low_sparse_2,27,train/branched_low_sparse_7
206:18:4,393,3,3,77886;77887;77888,36.49679946899414,71,train/branched_low_sparse_2,27,train/branched_low_sparse_7
206:10:70,394,3,3,81965;81966;81967,26.157846450805664,73,train/branched_low_sparse_2,28,train/branched_low_sparse_7
206:10:70,395,4,4,81960;81963;81964;81965,26.449844360351562,69,train/branched_low_sparse_2,25,train/branched_low_sparse_7
206:10:77,395,1,1,76889,33.42404556274414,69,train/branched_low_sparse_2,25,train/branched_low_sparse_7
206:10:70,396,2,2,81961;81962,26.732845306396484,71,train/branched_low_sparse_2,27,train/branched_low_sparse_7
206:10:71,396,3,3,81978;83001;85071,22.35965347290039,71,train/branched_low_sparse_2,27,train/branched_low_sparse_7
206:10:70,397,2,2,81959;81960,26.9853458404541,68,train/branched_low_sparse_2,25,train/branched_low_sparse_7
206:10:71,397,4,4,78904;81975;81976;82999,22.82773208618164,68,train/branched_low_sparse_2,25,train/branched_low_sparse_7
206:18:4,397,1,1,77880,37.6177978515625,68,train/branched_low_sparse_2,25,train/branched_low_sparse_7
206:10:70,398,1,1,81958,27.301843643188477,73,train/branched_low_rough_1,27,train/branched_low_sparse_5
206:10:71,398,3,3,81973;82997;82998,22.803653717041016,73,train/branched_low_rough_1,27,train/branched_low_sparse_5
206:10:112,398,4,4,71840;72872;73872;73873,40.360870361328125,73,train/branched_low_rough_1,27,train/branched_low_sparse_5
206:18:4,398,1,1,77878,37.88579559326172,73,train/branched_low_rough_1,27,train/branched_low_sparse_5
206:10:70,399,3,3,81955;81956;81957,27.53684425354004,72,train/branched_low_smooth_6,26,train/branched_low_sparse_5
206:10:71,399,4,4,81971;81972;82995;82996,23.239749908447266,72,train/branched_low_smooth_6,26,train/branched_low_sparse_5
206:10:70,400,4,4,80954;81951;81954;81955,27.724842071533203,71,train/branched_low_smooth_3,25,train/branched_low_sparse_7
206:10:71,400,3,3,81970;82994;84026,23.417402267456055,71,train/branched_low_smooth_3,25,train/branched_low_sparse_7
206:10:112,400,3,3,69769;70801;71833,41.743499755859375,71,train/branched_low_smooth_3,25,train/branched_low_sparse_7
206:10:70,401,2,2,81949;81953,27.997344970703125,70,train/branched_low_smooth_3,25,train/branched_low_sparse_7
206:10:71,401,4,4,77872;81968;81969;82992,23.928829193115234,70,train/branched_low_smooth_3,25,train/branched_low_sparse_7
206:10:113,401,2,2,72884;73883,36.290870666503906,70,train/branched_low_smooth_3,25,train/branched_low_sparse_7
206:18:4,401,1,1,78903,38.74660110473633,70,train/branched_low_smooth_3,25,train/branched_low_sparse_7
206:10:70,402,2,2,81948;81951,28.14284324645996,70,train/branched_low_smooth_3,25,train/branched_low_sparse_7
206:10:71,402,4,4,81966;81967;82990;82991,23.95025062561035,70,train/branched_low_smooth_3,25,train/branched_low_sparse_7
206:10:113,402,4,4,72881;72882;73880;73881,36.10987091064453,70,train/branched_low_smooth_3,25,train/branched_low_sparse_7
206:10:70,403,3,3,81946;81949;81950,28.43584442138672,69,train/branched_low_smooth_3,25,train/branched_low_sparse_7
206:10:71,403,4,4,81964;81965;82989;82990,24.0882511138916,69,train/branched_low_smooth_3,25,train/branched_low_sparse_7
206:10:70,404,3,3,81945;81948;81949,28.507843017578125,68,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:71,404,4,4,81963;81964;82987;82988,24.22624969482422,68,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:113,404,4,4,72878;73874;73876;73877,36.204750061035156,68,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:70,405,2,2,81947;81948,28.76284408569336,68,train/branched_low_smooth_6,26,train/branched_low_sparse_7
206:10:113,405,3,3,73872;73873;73875,36.13475036621094,68,train/branched_low_smooth_6,26,train/branched_low_sparse_7
206:10:70,406,1,1,81946,28.840843200683594,66,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:71,406,3,3,81960;82984;82985,24.369653701782227,66,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:113,406,3,3,73870;73871;73872,36.22774887084961,66,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:70,407,1,1,81945,29.001840591430664,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:71,407,4,4,81959;81960;82983;82984,24.638248443603516,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:113,407,3,3,72868;72871;73873,36.76499557495117,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:70,408,1,1,81944,29.083845138549805,65,train/branched_low_smooth_6,23,train/branched_low_sparse_7
206:10:71,408,4,4,81958;81959;82982;82983,24.73324966430664,65,train/branched_low_smooth_6,23,train/branched_low_sparse_7
206:10:113,408,4,4,73868;73869;73873;74904,36.587650299072266,65,train/branched_low_smooth_6,23,train/branched_low_sparse_7
206:10:70,409,3,3,81940;81943;81944,29.166841506958008,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:71,409,4,4,81957;81958;82982;82983,24.858749389648438,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:70,410,1,1,81943,29.259843826293945,67,train/branched_low_smooth_6,25,train/branched_low_sparse_5
206:10:71,410,3,3,81957;82981;82982,24.8116512298584,67,train/branched_low_smooth_6,25,train/branched_low_sparse_5
206:10:70,411,3,3,80943;81942;81943,29.26409149169922,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:71,411,3,3,81956;82981;82982,24.85165023803711,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:11:1,411,1,1,76889,37.079044342041016,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:70,412,3,3,80943;81942;81943,29.301843643188477,66,train/branched_low_smooth_6,24,train/branched_low_sparse_5
206:10:71,412,2,2,81956;82981,24.980751037597656,66,train/branched_low_smooth_6,24,train/branched_low_sparse_5
206:10:112,412,2,2,73851;74883,42.76164627075195,66,train/branched_low_smooth_6,24,train/branched_low_sparse_5
206:11:1,412,1,1,76889,37.096046447753906,66,train/branched_low_smooth_6,24,train/branched_low_sparse_5
206:10:70,413,3,3,80943;81942;81943,29.290842056274414,65,train/branched_low_smooth_6,23,train/branched_low_sparse_7
206:10:71,413,3,3,81956;81957;82981,25.258848190307617,65,train/branched_low_smooth_6,23,train/branched_low_sparse_7
206:10:112,413,1,1,74883,42.77154541015625,65,train/branched_low_smooth_6,23,train/branched_low_sparse_7
206:11:1,413,1,1,76889,37.079044342041016,65,train/branched_low_smooth_6,23,train/branched_low_sparse_7
206:10:70,414,1,1,81943,29.338842391967773,65,train/branched_low_smooth_6,23,train/branched_low_sparse_7
206:10:71,414,3,3,78885;82981;82982,24.82364845275879,65,train/branched_low_smooth_6,23,train/branched_low_sparse_7
206:10:71,415,3,3,82981;84018;84019,24.91739845275879,67,train/branched_low_rough_1,24,train/branched_low_sparse_7
206:10:112,415,1,1,73851,42.619747161865234,67,train/branched_low_rough_1,24,train/branched_low_sparse_7
206:10:70,416,2,2,80942;80943,29.27459144592285,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:77,416,1,1,76867,36.131046295166016,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:112,416,1,1,73851,42.680747985839844,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:113,416,4,4,73866;73867;73870;73871,36.712249755859375,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:11:1,416,1,1,75857,37.072303771972656,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:70,417,2,2,80942;80943,29.285091400146484,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:71,417,4,4,80957;82981;84018;84019,24.930524826049805,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:77,417,1,1,76867,36.09504699707031,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:11:1,417,1,1,75857,37.07030487060547,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:70,418,2,2,80942;80943,29.271591186523438,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:71,418,4,4,80957;82981;84018;84019,24.9419002532959,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:77,418,1,1,76867,36.11904525756836,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:113,418,4,4,73866;73867;73870;73871,36.7922477722168,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:11:1,418,1,1,75857,37.04430389404297,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:70,419,2,2,80942;80943,29.27709197998047,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:71,419,4,4,80957;82981;84018;84019,24.958526611328125,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:77,419,1,1,76867,36.11904525756836,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:112,419,1,1,73851,42.66874694824219,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:11:1,419,1,1,75857,37.05830383300781,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:70,420,2,2,80942;80943,29.288593292236328,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:71,420,3,3,82981;84018;84019,24.90839958190918,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:11:1,420,1,1,75857,37.06730651855469,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:70,421,1,1,80943,29.285091400146484,67,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:71,421,3,3,82981;84018;84019,24.909400939941406,67,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:112,421,1,1,73851,42.64474868774414,67,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:70,422,2,2,80942;80943,29.273090362548828,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:71,422,3,3,82981;84018;84019,24.918399810791016,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:77,422,1,1,76867,36.10604476928711,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:112,422,1,1,73851,42.63374710083008,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:11:1,422,1,1,75857,37.07930374145508,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:70,423,1,1,80943,29.298091888427734,67,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:71,423,3,3,82981;84018;84019,24.90639877319336,67,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:77,423,1,1,76867,36.12804412841797,67,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:11:1,423,1,1,75857,37.05530548095703,67,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:70,424,1,1,80943,29.292091369628906,67,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:71,424,3,3,82981;84018;84019,24.920400619506836,67,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:77,424,1,1,76867,36.10404586791992,67,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:112,424,1,1,73851,42.64474868774414,67,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:11:1,424,1,1,75857,37.00730514526367,67,train/branched_low_smooth_6,25,train/branched_low_sparse_7
206:10:70,425,2,2,80942;80943,29.273591995239258,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:71,425,4,4,80957;82981;84018;84019,24.972400665283203,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:77,425,1,1,76867,36.09404373168945,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:112,425,1,1,73851,42.65874481201172,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:11:1,425,1,1,75857,37.14130401611328,66,train/branched_low_smooth_6,24,train/branched_low_sparse_7
206:10:70,426,3,3,79911;80942;80943,29.25809097290039,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:71,426,3,3,80957;82981;84018,24.91665267944336,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:77,426,1,1,76867,36.10704803466797,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:112,426,1,1,73851,42.62174606323242,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:11:1,426,1,1,75857,37.07330322265625,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:70,427,3,3,79911;80942;80943,29.272090911865234,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:71,427,2,2,80957;82981,25.08037567138672,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:77,427,1,1,76867,36.10704803466797,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:112,427,1,1,73851,42.64474868774414,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:11:1,427,1,1,75857,37.0763053894043,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:70,428,3,3,79911;80942;80943,29.267091751098633,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:71,428,2,2,80957;82981,25.07537269592285,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:77,428,1,1,76867,36.10704803466797,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:112,428,1,1,73851,42.64474868774414,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:11:1,428,1,1,75857,37.111305236816406,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:70,429,3,3,79911;80942;80943,29.265092849731445,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:71,429,2,2,80957;82981,25.069374084472656,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:77,429,1,1,76867,36.09504699707031,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:112,429,1,1,73851,42.65674591064453,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:11:1,429,1,1,75857,37.0763053894043,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:70,430,3,3,79911;80942;80943,29.257091522216797,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:71,430,3,3,80957;82981;84018,24.915653228759766,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:77,430,1,1,76867,36.131046295166016,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:112,430,1,1,73851,42.645748138427734,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:11:1,430,1,1,75857,37.087303161621094,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:70,431,3,3,79911;80942;80943,29.259092330932617,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:71,431,3,3,80957;82981;84018,24.929651260375977,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:77,431,1,1,76867,36.131046295166016,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:112,431,1,1,73851,42.645748138427734,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:11:1,431,1,1,75857,37.08530807495117,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
206:10:70,432,3,3,79911;80942;80943,29.257091522216797,67,train/branched_low_smooth_3,24,train/branched_low_sparse_7
